41993,NOT
23000,NOT
42478,NOT
21748,NOT
13607,OFF
28439,NOT
14664,OFF
22741,NOT
40997,NOT
15724,NOT
26615,NOT
36970,NOT
40935,NOT
23610,NOT
22870,NOT
32117,OFF
42717,NOT
28098,OFF
11285,OFF
12325,OFF
41056,NOT
15960,NOT
40042,NOT
35161,OFF
11994,NOT
41830,NOT
39601,NOT
40159,NOT
19772,NOT
35199,NOT
39580,OFF
16821,NOT
30453,NOT
45902,NOT
18728,NOT
31336,NOT
18812,NOT
12284,NOT
27734,NOT
19214,NOT
33019,NOT
38049,OFF
11817,NOT
24933,NOT
45591,NOT
41822,NOT
10377,NOT
43488,NOT
25792,NOT
40730,NOT
33263,NOT
19221,OFF
31363,NOT
29659,NOT
24587,NOT
37722,NOT
20643,NOT
19816,NOT
23388,NOT
42464,NOT
42705,NOT
40858,NOT
31118,NOT
23307,NOT
27837,NOT
32910,NOT
29414,NOT
30370,NOT
45809,NOT
36227,NOT
10133,OFF
11746,OFF
22986,NOT
31398,NOT
21810,OFF
32466,OFF
21183,NOT
37861,NOT
35798,NOT
24945,NOT
30107,NOT
10462,NOT
36722,NOT
43708,NOT
19419,NOT
45461,NOT
19843,NOT
43162,NOT
26199,NOT
20357,NOT
27440,NOT
41074,NOT
42454,NOT
18316,NOT
32607,NOT
16596,NOT
35824,NOT
16740,NOT
23913,OFF
33358,OFF
41196,NOT
41158,NOT
13038,NOT
37305,NOT
42254,NOT
12169,NOT
44543,OFF
19059,NOT
20488,NOT
17025,NOT
11913,NOT
13192,NOT
19141,NOT
30361,OFF
33215,NOT
23337,NOT
26647,NOT
36340,NOT
15640,NOT
12545,NOT
14042,NOT
37503,NOT
28584,NOT
41203,NOT
31270,NOT
10339,NOT
21940,NOT
36756,NOT
14004,NOT
17155,NOT
17603,NOT
32103,NOT
23592,NOT
26953,NOT
23461,NOT
38154,OFF
24827,NOT
39846,NOT
10886,NOT
29351,NOT
42313,NOT
45152,OFF
25113,NOT
36422,NOT
26867,NOT
33541,NOT
29628,NOT
30888,NOT
36145,NOT
33788,NOT
15207,NOT
17646,NOT
17769,NOT
17610,OFF
35807,NOT
42321,NOT
24119,NOT
27956,NOT
24227,OFF
24603,NOT
37001,NOT
27539,NOT
15580,OFF
28004,OFF
16870,NOT
18491,NOT
30769,NOT
13919,NOT
38316,NOT
32338,NOT
34083,NOT
28924,NOT
28840,OFF
23741,NOT
35858,NOT
32690,NOT
41380,NOT
16545,NOT
34391,NOT
11705,NOT
45357,NOT
13621,NOT
43086,OFF
13391,NOT
28847,NOT
36509,NOT
41814,NOT
17168,NOT
41906,NOT
38108,NOT
35443,NOT
14640,NOT
19392,NOT
15623,NOT
16447,NOT
38271,NOT
10713,NOT
27002,NOT
12902,NOT
32382,NOT
40719,NOT
45188,NOT
18521,OFF
22932,NOT
35577,OFF
10239,NOT
10470,NOT
36036,NOT
34497,NOT
18417,NOT
41193,NOT
25619,NOT
39000,OFF
22648,NOT
34881,NOT
29005,NOT
37375,OFF
15078,NOT
12680,NOT
14335,NOT
17319,NOT
23934,NOT
33825,NOT
43935,NOT
33841,NOT
24116,OFF
14266,OFF
12635,NOT
14329,NOT
35828,NOT
31911,NOT
32016,NOT
27572,NOT
44319,OFF
40499,NOT
43167,NOT
44696,NOT
35547,OFF
43486,NOT
44148,NOT
43016,NOT
11229,NOT
24738,NOT
10449,OFF
22766,NOT
44766,NOT
23212,NOT
31878,NOT
14006,OFF
26177,NOT
18650,NOT
17472,NOT
14165,NOT
33975,NOT
44254,NOT
38244,OFF
38320,NOT
43725,OFF
45085,OFF
39842,NOT
44882,NOT
41323,NOT
34833,NOT
40920,NOT
37287,NOT
41960,NOT
28119,NOT
45389,NOT
41605,NOT
43749,NOT
26236,OFF
45405,NOT
41885,NOT
42968,NOT
31822,NOT
32769,NOT
18694,NOT
25454,NOT
32141,NOT
22346,NOT
14103,NOT
38854,NOT
10609,NOT
44192,NOT
35569,NOT
22195,NOT
37589,NOT
38013,NOT
15532,NOT
33579,OFF
30607,NOT
32256,OFF
30684,NOT
35422,NOT
17082,NOT
41942,NOT
29206,NOT
36039,NOT
23684,NOT
10840,NOT
13438,NOT
34757,OFF
11500,NOT
20881,NOT
37937,NOT
10158,OFF
40258,OFF
23126,NOT
41978,NOT
38464,NOT
32546,NOT
28517,NOT
15452,NOT
25544,NOT
12379,NOT
40326,NOT
39157,NOT
29854,OFF
14331,NOT
37474,NOT
29090,NOT
15133,NOT
24623,NOT
12040,NOT
25709,NOT
11432,NOT
20636,NOT
31826,NOT
38340,NOT
34151,NOT
38800,NOT
28927,NOT
19239,NOT
42240,NOT
11252,NOT
31766,NOT
18822,NOT
44051,NOT
22094,NOT
36190,NOT
17680,OFF
10488,NOT
11499,NOT
38461,NOT
39874,NOT
33680,NOT
33243,NOT
25011,OFF
20230,NOT
22477,NOT
44179,NOT
34458,NOT
45458,NOT
11335,NOT
32575,NOT
12753,OFF
34433,NOT
34377,NOT
17739,NOT
25553,OFF
34780,NOT
19828,OFF
13423,NOT
37979,NOT
21055,NOT
11421,NOT
30773,NOT
24602,OFF
20808,NOT
17324,NOT
36703,NOT
26823,NOT
14631,NOT
27270,NOT
10879,NOT
34221,NOT
41369,NOT
27370,NOT
42289,NOT
23521,NOT
10265,NOT
38876,NOT
44905,NOT
21419,NOT
43271,OFF
21456,NOT
26555,NOT
19737,NOT
11271,NOT
28064,NOT
41991,NOT
24912,NOT
11933,NOT
38663,NOT
32909,OFF
40057,NOT
23175,OFF
16616,OFF
42906,NOT
17927,NOT
30437,NOT
41956,NOT
27119,NOT
11869,NOT
44483,NOT
22694,NOT
33382,NOT
37778,NOT
10804,NOT
41564,NOT
19782,NOT
26004,OFF
39860,NOT
26651,NOT
25662,NOT
36437,OFF
11931,OFF
45986,NOT
43290,NOT
23065,NOT
18770,NOT
31465,NOT
27483,NOT
38577,NOT
39361,NOT
18220,NOT
35669,NOT
44203,NOT
28470,NOT
35550,NOT
26038,NOT
18567,NOT
28643,NOT
16672,NOT
39044,NOT
30125,NOT
29039,NOT
20671,OFF
27843,NOT
20620,NOT
45672,NOT
44101,NOT
26987,NOT
29075,NOT
12695,OFF
39222,OFF
33277,NOT
15814,OFF
16399,NOT
10341,NOT
44545,OFF
12744,NOT
20769,OFF
39866,NOT
43024,NOT
29211,NOT
14970,NOT
39025,NOT
40189,NOT
43626,NOT
22952,NOT
43473,OFF
14271,NOT
35187,NOT
39441,NOT
44392,NOT
27831,NOT
39610,OFF
39494,NOT
25214,NOT
43048,NOT
29390,NOT
11492,NOT
44035,OFF
12820,OFF
16615,OFF
43459,NOT
13519,NOT
19044,NOT
15053,NOT
36056,NOT
40694,NOT
33734,NOT
24147,NOT
15011,NOT
43635,NOT
33265,OFF
34257,NOT
28901,NOT
17180,NOT
27196,NOT
29173,NOT
15601,NOT
20509,OFF
27694,NOT
34441,NOT
36816,NOT
43225,NOT
39713,OFF
39945,NOT
17765,NOT
23732,OFF
26232,OFF
14212,NOT
14155,NOT
28955,NOT
10194,NOT
26369,NOT
42917,NOT
32011,NOT
23047,NOT
34240,NOT
41207,NOT
16582,NOT
32757,NOT
14392,OFF
37551,OFF
45214,NOT
41877,NOT
36798,NOT
12319,NOT
41697,NOT
44771,NOT
44633,NOT
13189,NOT
31947,NOT
29880,NOT
37432,NOT
35413,NOT
34970,NOT
13690,NOT
29673,NOT
34711,NOT
16133,OFF
23993,OFF
19620,OFF
17758,NOT
14563,NOT
32475,NOT
41164,NOT
27508,OFF
17664,NOT
33316,NOT
42242,NOT
28634,NOT
20971,NOT
39547,OFF
30275,NOT
20353,NOT
25974,NOT
27985,NOT
19382,NOT
36635,OFF
39568,NOT
25900,NOT
43921,NOT
15718,OFF
26460,NOT
22241,NOT
44086,NOT
17273,NOT
33189,OFF
39320,NOT
44424,NOT
32505,NOT
25367,NOT
40129,NOT
15099,OFF
10432,NOT
18558,OFF
15752,OFF
42252,NOT
30814,NOT
18202,NOT
36347,NOT
22989,OFF
40418,NOT
22735,OFF
26931,NOT
34945,NOT
44752,OFF
12750,NOT
17925,OFF
10623,NOT
37027,NOT
15332,NOT
18096,NOT
12124,NOT
39510,NOT
44551,NOT
31434,NOT
14077,OFF
22938,NOT
29929,NOT
44376,NOT
31324,NOT
17454,NOT
36960,NOT
41775,OFF
33091,NOT
44341,OFF
18217,NOT
14486,NOT
41238,NOT
40647,OFF
26238,NOT
42706,NOT
28704,NOT
33532,NOT
36370,NOT
34708,NOT
31328,NOT
22750,NOT
35002,NOT
32247,NOT
33348,NOT
13655,OFF
17263,OFF
42284,NOT
14504,NOT
36891,NOT
18688,NOT
35323,OFF
44485,NOT
23626,NOT
24216,NOT
13319,OFF
14442,OFF
14864,OFF
16983,OFF
25428,NOT
22312,NOT
26310,NOT
30394,NOT
21554,NOT
31713,NOT
19687,NOT
34551,OFF
35455,OFF
44308,OFF
11498,NOT
16851,NOT
30377,NOT
10961,NOT
43363,OFF
11883,NOT
23108,NOT
28778,NOT
27563,NOT
38683,OFF
23197,OFF
31600,NOT
41148,NOT
26164,NOT
25564,NOT
35004,OFF
21580,NOT
25878,NOT
15245,NOT
45412,NOT
16216,OFF
21205,NOT
10734,NOT
37632,NOT
42117,NOT
18038,OFF
13414,NOT
25363,NOT
21870,NOT
15603,NOT
28649,NOT
12487,NOT
29170,NOT
24858,NOT
10955,OFF
46102,NOT
30383,NOT
41845,NOT
36328,NOT
31774,NOT
11007,OFF
16757,OFF
26833,NOT
42063,NOT
39699,NOT
27928,OFF
14992,NOT
44671,NOT
30875,NOT
12433,NOT
40286,OFF
41137,OFF
43181,NOT
28426,OFF
17357,NOT
17377,OFF
14518,NOT
26954,NOT
28388,OFF
30429,NOT
19638,NOT
34031,OFF
35192,NOT
19357,NOT
34931,NOT
32412,NOT
44230,NOT
41514,NOT
22659,NOT
42555,NOT
37824,NOT
30586,NOT
39857,NOT
10748,NOT
45228,NOT
17552,NOT
14427,NOT
42404,OFF
14816,NOT
43919,NOT
43890,NOT
37119,NOT
10526,NOT
22911,NOT
23561,NOT
21234,OFF
39078,NOT
38992,NOT
41852,NOT
11604,OFF
13027,NOT
13653,NOT
11527,NOT
23979,NOT
25102,NOT
38546,NOT
30865,NOT
22166,NOT
29405,NOT
17938,OFF
33283,OFF
17352,NOT
43457,NOT
26622,NOT
10767,NOT
13869,NOT
10918,NOT
31796,NOT
25006,NOT
40939,NOT
23207,NOT
19527,NOT
24285,NOT
39977,NOT
16923,NOT
41360,OFF
